,X1,PMCID,statistic,reported,df1,df2,p,value,n,context,sectionName,decision,doi,journalID,journalIDAbrev,title,issue,volume,call,realYear
818,828,PMC4292780,F,"F(1,25) = 31.1914, p < 0.0001",1,25,p < 0.0001,31.1914,NA,"VA treatment did not affect the distance traveled nor the rearing behavior in the OF two days after its administration (Figures 3C1-3). However, ten days pi SAVA-treated animals displayed a drastically heightened distance traveled in the OF (Figures 3E1,2; Distance d2 pi vs. d10 pi treatment vó day: F(1,25) = 31.1914, p < 0.0001; Distance d10 pi treatment effect: F(1,25) = 17.15, p = 0.0003) but still no changes in rearing behavior (Figures 3E3,4). Furthermore, WCM training beginning three days after SAVA administration (Figure 3D1) revealed a severe learning impairment for SAVA-treated animals across all learning paramete",Results,2,10.3389/fnbeh.2014.00452,Frontiers in Behavioral Neuroscience,Front Behav Neurosci,Distinct behavioral consequences of short-term and prolonged GABAergic depletion in prefrontal cortex and dorsal hippocampus,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:4292780&metadataPrefix=pmc,2015
819,829,PMC4292789,F,"F(1, 38) = 7.71, p = 0.008",1,38,p = 0.008,7.71,NA,"pe (unaccusative, unergative), word order (SV, VS), prototypicality (3 1evels), information structure (focus, non-focus), and participant group (monolingual, bilingua1) were entered as variables. Results revealed, first, main effects of verb type, F(1, 38) = 5.29, p = 0.027, Œ<U+2211>2 = 0.122, word order, F(1, 38) = 7.71, p = 0.008, Œ<U+2211>2 = 0.169 and prototypicality, F(2, 76) = 21.25, p < 0.001, Œ<U+2211>2 = 0.359. Unergative sentences tended to receive higher scores (4.12, SEM = 0.076) than unaccusative sentences (4.03, SEM = 0.064); sentences with SV order received higher acceptability scores overall (4.20, SEM = 0.074) than those wit",The experiment,1,10.3389/fpsyg.2014.01525,Frontiers in Psychology,Front Psychol,Interface strategies in monolingual and end-state L2 Spanish grammars are not that different,NA,5,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:4292789&metadataPrefix=pmc,2015
820,830,PMC4294156,t,"t(10) = 2.33, p = 0.042",NA,10,p = 0.042,2.33,NA,"atio of cognition verbs and the gaze variables. In experiment 1, the data of the normative group showed differences in visual patterns between the two viewing conditions. The total fixation time on faces was higher in the gaze-contingent viewing window condition than in the normal vision condition [t(10) = 2.33, p = 0.042]. The average duration of fixations on faces was also higher in the gaze-contingent viewing window condition compared with the normal vision condition [t(10) = 5.70, p < 0.001]. The ratio of cognition verbs did not differ significantly between the two viewing conditions. We did not find any correla",Results,2,10.3389/fnhum.2014.01067,Frontiers in Human Neuroscience,Front Hum Neurosci,An eye-tracking method to reveal the link between gazing patterns and pragmatic abilities in high functioning autism spectrum disorders,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:4294156&metadataPrefix=pmc,2015
821,831,PMC4297920,t,"t(20) = 1.02, p = 0.318",NA,20,p = 0.318,1.02,NA,"er controls received more years of education than the three older amusics [t(4) = 3.29, p = 0.030]. When the six older participants were excluded, the difference in education background became non-significant between the two groups [amusic mean (SD) = 14.36 (2.01); control mean (SD) = 15.18 (1.72); t(20) = 1.02, p = 0.318]. In order to account for the possible contribution of education to the current results, years of education were entered as a covariate in the mixed-effects models in Section  Results.‚Äù Table 1 Characteristics of the amusic (n = 14, 4 male and 10 female, all right-handed) and control (n = 14, 5 mal",MATERIALS AND METHODS,4,10.3389/fnhum.2014.01029,Frontiers in Human Neuroscience,Front Hum Neurosci,Brainstem encoding of speech and musical stimuli in congenital amusia: evidence from Cantonese speakers,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:4297920&metadataPrefix=pmc,2015
822,832,PMC4298743,F,"F(3, 75) = 35.06, p < 0.001",3,75,p < 0.001,35.06,NA,"fered between groups, with 9- and 11-year-olds being slower than adolescents, who performed close to mature (adult) levels. The mixed ANOVA showed significant main effects of target, F(1.27, 95.52) = 434.84, p < 0.001, Œ<U+2211>2 = 0.85, distractor, F(2.6, 195.03) = 161.78, p < 0.001, Œ<U+2211>2 = 0.68, and group, F(3, 75) = 35.06, p < 0.001, Œ<U+2211>2 = 0.58. There was a significant two-way interaction between target vó distractor, F(3.83, 287.13) = 145.34, p < 0.001, Œ<U+2211>2 = 0.66. However, the interaction between group vó distractor only approached significance according to our criterion of 0.01, F(7.80, 195.03) = 2.35, p = 0.021, Œ<U+2211>2 = 0.09, and",Results,2,10.3389/fpsyg.2014.01559,Frontiers in Psychology,Front Psychol,Developmental trends in the facilitation of multisensory objects with distractors,NA,5,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:4298743&metadataPrefix=pmc,2015
823,833,PMC4298743,F,"F(18, 450) = 1.22, p = 0.238",18,450,p = 0.238,1.22,NA,"ere significant two-way interactions between group vó stimulus, F(6, 150) = 9.25, p < 0.001, Œ<U+2211>2 = 0.27, and stimulus vó distractor, F(6, 450) = 9.03, p < 0.001, Œ<U+2211>2 = 0.11. There were no significant interactions between group vó distractor, F(9, 225) = 1.91, p = 0.051, or group vó stimulus vó distractor, F(18, 450) = 1.22, p = 0.238. In contrast to the predictions of Otto and Mamassian (2012), planned comparisons between ATVT and the unisensory AT and VT stimuli showed that for all groups, variance measures for ATVT stimuli were never significantly greater than unisensory AT or VT stimuli. This pattern held for all distractor",Results,3,10.3389/fpsyg.2014.01559,Frontiers in Psychology,Front Psychol,Developmental trends in the facilitation of multisensory objects with distractors,NA,5,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:4298743&metadataPrefix=pmc,2015
824,834,PMC4298743,chi,"œá2(3) = 15.4, p = 0.002",NA,3,p = 0.002,15.4,NA,"ulus and distractor conditions: ATnd, œá2(3) = 35.98, p < 0.001; VTnd, œá2(3) = 28.24, p < 0.001; ATVTnd, œá2(3) = 16.55, p < 0.001; ATad, œá2(3) = 26.04, p < 0.001; VTad, œá2(3) = 22.71, p < 0.001; ATVTad, œá2(3) = 12.19, p = 0.007; ATvd, œá2(3) = 31.94, p < 0.001; VTvd, œá2(3) = 36.56, p < 0.001; ATVTvd, œá2(3) = 15.4, p = 0.002; ATadvd, œá2(3) = 24.18, p < 0.001; VTadvd, œá2(3) = 45.97, p < 0.001; ATVTadvd, œá2(3) = 25.99, p < 0.001. To summarize, 9- and 11-year-old children performed at similar levels of miss-rates to each other, and on the whole performed worse than adults. Adolescents performed at adult levels for ATVT bu",Results,3,10.3389/fpsyg.2014.01559,Frontiers in Psychology,Front Psychol,Developmental trends in the facilitation of multisensory objects with distractors,NA,5,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:4298743&metadataPrefix=pmc,2015
825,835,PMC4298743,chi,"œá2(3) = 20.78, p < 0.001",NA,3,p < 0.001,20.78,NA,"coxon Signed Ranks tests. An alpha level criterion of 0.01 was applied throughout. As shown in Figure 2A, false alarm error rates were higher for children and adolescents than adults. There were significant group differences for the ad1, œá2(3) = 12.52, p = 0.006; ad2, œá2(3) = 12.02, p = 0.007; vd1, œá2(3) = 20.78, p < 0.001; vd2, œá2(3) = 20.95, p < 0.001; and advd1, œá2(3) = 16.21, p = 0.001 conditions. Group differences failed to reach the alpha 0.01 criterion for advd2, œá2(3) = 9.78, p = 0.021. False alarm error rates were significantly higher in children than adults. Adolescents performed at adult levels only in ad",Results,4,10.3389/fpsyg.2014.01559,Frontiers in Psychology,Front Psychol,Developmental trends in the facilitation of multisensory objects with distractors,NA,5,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:4298743&metadataPrefix=pmc,2015
826,836,PMC4299429,F,"F(2, 139) = 1.6; p = 0.2",2,139,p = 0.2,1.6,NA,"he between factor and Hand (Right and Left) used to grasp in contralateral space as the within factor was performed. Results (see Figure 2) revealed a significant main effect of Hand [F(1, 139) = 152.2; p < 0.0001], a main effect of group [F(2, 139) = 5.9; p = 0.003] but no significant interaction [F(2, 139) = 1.6; p = 0.2]. The right hand was used much more to cross the midline and grasp the blocks placed on the left side of the table than the left hand was to grasp the blocks on the right side of the table (19.8 ¬± 1.2 vs. 2.4 ¬± 0.3). Pairwise comparisons revealed that the Young-Adult group (8.2 ¬± 1.0) crossed the m",Experiment one,2,10.3389/fpsyg.2014.01579,Frontiers in Psychology,Front Psychol,"Hand preference across the lifespan: effects of end-goal, task nature, and object location",NA,5,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:4299429&metadataPrefix=pmc,2015
827,837,PMC4299446,F,"F(1, 303) = 5.202, p < 0.05",1,303,p < 0.05,5.202,NA,"ereas high and low cumulative frequencies had error rates of 7.79% and 11.45%, respectively. Overall, we did not find any significant error rate difference between the verb types [F(3, 303) = 0.216, p = 0.885]. However, we did find significant error rate differences between the surface frequencies [F(1, 303) = 5.202, p < 0.05], suggesting that words with higher surface frequencies are not only recognized more quickly but are also more easily recognized in visual stimulation as well as in the cumulative frequency [F(1, 303) = 9.149, p < 0.01], suggesting that more frequent stems are more easily recognized than less frequ",Results,4,10.3389/fnhum.2015.00004,Frontiers in Human Neuroscience,Front Hum Neurosci,Decomposability and mental representation of French verbs,NA,9,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:4299446&metadataPrefix=pmc,2015
828,838,PMC4299952,F,"F(1,56) = 208.95, p < .001",1,56,p < .001,208.95,NA,"93.66(SD = .06)] and negative stimuli [M = 93.74(SD = .07), t(56) = 2.48 & 2.41 respectively, p < .05]. No significant condition-by-emotion interaction was observed [F(1,56) = 1.21, p = .302]. With respect to response latencies for correct responses, there were also main effects of task condition [F(1,56) = 208.95, p < .001] and emotion [F(1,56) = 31.57, p < .001]. Participants responded more quickly to congruent [M = 720.97 (SD = 117.28)] relative to incongruent trials [M = 781.58, (SD = 117.09), t(56) = 14.46, p < .001] and responded faster to neutral trials [M = 736.44(SD = 113.0)] relative to positive [M = 753.19(",Results,4,10.1016/j.nicl.2014.11.012,Neuroimage : Clinical,Neuroimage Clin,PTSD symptom severity is associated with increased recruitment of top-down attentional control in a trauma-exposed sample<U+2606>,NA,7,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:4299952&metadataPrefix=pmc,2014
829,839,PMC4300915,F,"F(1, 18) = 6.05, p = 0.024",1,18,p = 0.024,6.05,NA,"aks are given separately for the unisensory V and [VT + nostim - T] response. Topographies of the [VT + nostim - T - V] response (i.e., the interaction) are also shown. The Stimulus type (V, [VT + nostim - T]) vó Group (deaf, hearing) ANOVA on N200 amplitudes revealed a main effect of Stimulus type, F(1, 18) = 6.05, p = 0.024, with stronger amplitudes for the [VT + nostim - T] than for the unisensory visual V response (M = -5.4 vs. -4.4 ŒºV). Additionally, the main effect of Group was significant, F(1, 18) = 4.66, p = 0.045, with deaf participants showing stronger amplitudes than their hearing counterparts (M = -6.4 vs.",Results,1,10.3389/fnint.2014.00098,Frontiers in Integrative Neuroscience,Front Integr Neurosci,Visuo-tactile interactions in the congenitally deaf: a behavioral and event-related potential study,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:4300915&metadataPrefix=pmc,2015
830,840,PMC4301000,t,"t(20.00) = 4.18, p < 0.001",NA,20,p < 0.001,4.18,NA,"35, p = 0.73). There is a significant effect of age on overall MAV performance (t(29.65) = 4.57, p < 0.001), due to HEC performing worse than HYC. This age-related impairment was evident in specific emotion conditions including anger (t(34) = 2.98, p = 0.005), fear (t(34) = 4.79, p < 0.001), happy (t(20.00) = 4.18, p < 0.001), neutral (t(22.79) = 4.26, p < 0.001), and pain (t(34) = 2.42, p = 0.02). Table 3 Performance for HYC, HEC, and EPD patients on emotion recognition tests TASIT, MAV, and RMET. HYC vs. HEC HYC HEC EPD HEC vs. EPD t t TASIT N 19 20 15 Overall -0.65 86.47 ¬± 7.95 84.64 ¬± 9.56 71.67 ¬± 11.17 3.70** Neut",Results,2,10.3389/fnagi.2014.00349,Frontiers in Aging Neuroscience,Front Aging Neurosci,Emotion recognition in early Parkinson’s disease patients undergoing deep brain stimulation or dopaminergic therapy: a comparison to healthy participants,NA,6,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:4301000&metadataPrefix=pmc,2015
831,841,PMC4302719,F,"F(1,15) = 4.66, p < .05",1,15,p < .05,4.66,NA,"e), Minimal Responding (misses most targets and non-targets; accuracy is about as good as chance), and Contrary (response accuracy is significantly worse than chance). The analyses of these variables indicate that the children spent more time responding  on task‚Äù when they were tested on medication F(1,15) = 4.66, p < .05, Œ<U+2211>2 = .24, spent a lower percentage of time in a  distracted‚Äù attention state, and less time in the  minimal responding‚Äù attention state profile (i.e., children were less likely to make both omission and commission errors) F(1,15) = 4.92, p < .04, Œ<U+2211>2 = .25.",Results,2,10.1186/s12888-014-0370-0,BMC Psychiatry,BMC Psychiatry,Differentiating ADHD from oral language difficulties in children: role of movements and effects of stimulant medication,NA,14,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:4302719&metadataPrefix=pmc,2014
832,842,PMC4302883,F,"F(1,24) = 14.444, p = 0.001",1,24,p = 0.001,14.444,NA,"plore this three-way interaction further, 2 (emotion: fearful, happy) vó 2 (EBF experience: high, low) repeated measures ANOVAs were conducted on the late Nc for upright or inverted expressions separately. This analysis yielded a highly significant emotion vó EBF interaction in the upright condition (F(1,24) = 14.444, p = 0.001, Œ<U+2211>2 = 0.376; Figures 2, 3). Infants in the low EBF group showed greater (more negative) late Nc responses to fearful expressions than to happy expressions, suggesting a greater allocation of attention to fearful stimuli. In contrast, high EBF infants displayed greater late Nc responses to happy exp",Results,3,10.3389/fnbeh.2014.00459,Frontiers in Behavioral Neuroscience,Front Behav Neurosci,Duration of exclusive breastfeeding is associated with differences in infants’ brain responses to emotional body expressions,NA,8,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:4302883&metadataPrefix=pmc,2015
833,843,PMC4304166,F,"F(1,18) = 5.58, p = 0.03",1,18,p = 0.03,5.58,NA,"e PSE was significant, F(1,18) = 6.77, p = 0.02, Œ<U+2211>p2 = 0.27, and did not vary across conditions (i.e., Unfilled vs. Location), F < 1, pBIC(H0| D) = 0.80. On the contrary, under a concurrent articulation, the PSE interacted with the concurrent task (i.e., Articulation vs. Articulation and Location), F(1,18) = 5.58, p = 0.03, Œ<U+2211>p2 = 0.24; the PSE being absent in Articulation, F < 1, pBIC(H0|D) = 0.79, but reappearing in Articulation and Location, F(1,18) = 6.98, p = 0.02, Œ<U+2211>p2 = 0.28. FIGURE 2 Percentage of recall according to the type of lists (phonologically dissimilar or similar words), the occurrence of a concurrent",RESULTS,2,10.3389/fpsyg.2015.00011,Frontiers in Psychology,Front Psychol,Dissociating rehearsal and refreshing in the maintenance of verbal information in 8-year-old children,NA,6,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:4304166&metadataPrefix=pmc,2015
834,844,PMC4304200,F,"F(1,105) = 9.2, p < 0.005",1,105,p < 0.005,9.2,NA,"to -0.7, p = 0.001), a significant increase in fiber consumption (M difference =5.7 g/day, F(1,106) = 15.1, p < 0.001) and a non-significant reduction in fat consumption (M difference = -2.3 g/day, F(1,106) = 2.3, p = 0.13) (Table 1). At 12 months the increase in fiber intake remained significant (F(1,105) = 9.2, p < 0.005). The difference in weight loss fell short of significance (intervention group -3.7 kg, SD = 5.2 vs control group -1.9 kg, SD = 6.7; F(1,108) = 2.3, p = 0.13), although when adjusted for co-interventions (i.e., medical treatment) and incident morbidities that might affect weight, the difference was",Results,1,10.1186/s12966-014-0160-6,The International Journal of Behavioral Nutrition and Physical Activity,Int J Behav Nutr Phys Act,Processes of behavior change and weight loss in a theory-based weight loss intervention program: a test of the process model for lifestyle behavior change,NA,12,https://www.ncbi.nlm.nih.gov/pmc/oai/oai.cgi?verb=GetRecord&identifier=oai:pubmedcentral.nih.gov:4304200&metadataPrefix=pmc,2015
